Vessels Name,IMO,MMSI,Class,Subclass,Length,Gross Tonnage,Age,Sailing,In Port,Waiting,Signal Lost,Dark Activity,Portcalls,Average dur. Portcalls,NM Sailed (k),Risk,Human expertise,NoAnomaly
WADI ALRAYAN,9208875,622121427,Cargo,Container Vessel,215.00,34083.00,23.00,109.00,186.00,55.00,15.00,0.00,130.00,34.00,24.00,Low,0,0
MSC ANDRIANA III,9222120,636021250,Cargo,Container Vessel,210.00,26582.00,22.00,166.00,132.00,46.00,21.00,0.00,80.00,40.00,43.00,Low,0,0
MSC SHIRLEY,9224049,636017022,Cargo,Container Vessel,188.00,23652.00,23.00,242.00,95.00,27.00,1.00,0.00,93.00,25.00,69.00,Low,0,0
MSC RHIANNON,9224051,636017023,Cargo,Container Vessel,188.00,23652.00,22.00,208.00,121.00,34.00,2.00,0.00,113.00,26.00,58.00,Low,0,0
MSC FLOSTA III,9232395,352001244,Cargo,Container Vessel,207.00,25630.00,21.00,243.00,114.00,6.00,2.00,0.00,90.00,30.00,68.00,Low,0,0
GRETA,9234422,312479000,Cargo,Container Vessel,100.00,2936.00,22.00,226.00,69.00,63.00,7.00,1.00,120.00,14.00,50.00,Low,0,0
SC POTOMAC,9236274,636020662,Cargo,Container Vessel,149.00,10308.00,21.00,137.00,154.00,41.00,33.00,0.00,132.00,28.00,35.00,Low,0,0
HAJ YEHIA,9237931,511100746,Cargo,Container Vessel,100.00,4419.00,23.00,102.00,195.00,60.00,8.00,2.00,37.00,126.00,24.00,Low,0,0
YIGITCAN A,9238076,215424000,Cargo,Container Vessel,156.00,14193.00,22.00,190.00,107.00,68.00,0.00,0.00,154.00,17.00,52.00,Low,0,0
MSC PAMIRA III,9239903,636021246,Cargo,Container Vessel,212.00,27322.00,21.00,197.00,117.00,48.00,3.00,0.00,94.00,30.00,48.00,Low,0,0
AURETTE A,9242285,215413000,Cargo,Container Vessel,155.00,14236.00,21.00,178.00,124.00,58.00,5.00,1.00,88.00,34.00,52.00,Low,0,0
ELBE,9244180,636021322,Cargo,Container Vessel,133.00,6191.00,22.00,185.00,127.00,36.00,17.00,0.00,194.00,16.00,58.00,Low,0,0
CARDONIA,9253026,636090799,Cargo,Container Vessel,222.00,28596.00,20.00,204.00,141.00,18.00,2.00,0.00,228.00,15.00,67.00,Low,0,0
MSC SUEDEROOG F,9256327,636022047,Cargo,Container Vessel,161.00,15633.00,18.00,162.00,118.00,83.00,2.00,0.00,129.00,22.00,43.00,Low,0,0
MERIOS,9264764,352408000,Cargo,Container Vessel,133.00,6704.00,20.00,187.00,112.00,57.00,9.00,6.00,145.00,19.00,59.00,Low,0,0
SHIBA,9270646,422027500,Cargo,Container Vessel,187.00,23289.00,13.00,229.00,55.00,79.00,2.00,0.00,33.00,40.00,70.00,High,1,0
DAISY,9270684,422905000,Cargo,Container Vessel,187.00,23289.00,11.00,228.00,61.00,75.00,1.00,0.00,29.00,50.00,71.00,High,1,0
ARTABAZ,9283007,422039100,Cargo,Container Vessel,207.00,25391.00,20.00,131.00,77.00,157.00,0.00,0.00,25.00,72.00,43.00,High,1,0
AZARGOUN,9283019,422039300,Cargo,Container Vessel,207.00,25391.00,20.00,159.00,65.00,114.00,27.00,27.00,43.00,37.00,53.00,High,1,0
ARTENOS,9283021,422039200,Cargo,Container Vessel,207.00,25391.00,19.00,117.00,144.00,102.00,2.00,0.00,36.00,96.00,37.00,High,1,0
ARZIN,9284142,422038900,Cargo,Container Vessel,207.00,25391.00,19.00,142.00,98.00,103.00,22.00,0.00,42.00,56.00,37.00,High,1,0
KONRAD,9292125,636020910,Cargo,Container Vessel,175.00,18334.00,18.00,194.00,81.00,88.00,2.00,0.00,72.00,27.00,66.00,Low,0,0
JULIUS S,9294018,304010000,Cargo,Container Vessel,207.00,25672.00,19.00,212.00,105.00,41.00,7.00,0.00,58.00,43.00,65.00,Low,0,0
MSC ANTWERP III,9304746,636021517,Cargo,Container Vessel,212.00,27059.00,18.00,178.00,127.00,55.00,5.00,0.00,122.00,25.00,53.00,Low,0,0
CONTSHIP SEA,9306213,636019225,Cargo,Container Vessel,168.00,15345.00,16.00,168.00,119.00,73.00,5.00,0.00,123.00,23.00,48.00,Low,0,0
CONTSHIP RUN,9306237,636019221,Cargo,Container Vessel,168.00,15345.00,16.00,163.00,114.00,81.00,7.00,0.00,99.00,28.00,49.00,Low,0,0
ASTRID L,9306835,304903000,Cargo,Container Vessel,148.00,9931.00,17.00,187.00,95.00,81.00,2.00,0.00,122.00,19.00,53.00,Low,0,0
NAVIOS SUMMER,9308003,538008152,Cargo,Container Vessel,239.00,36483.00,17.00,189.00,146.00,27.00,3.00,0.00,176.00,20.00,59.00,Low,0,0
CONTSHIP FUN,9308613,636019053,Cargo,Container Vessel,139.00,9981.00,17.00,226.00,101.00,35.00,3.00,0.00,111.00,22.00,58.00,Low,0,0
ODYSSEUS,9315824,636016770,Cargo,Container Vessel,222.00,28592.00,17.00,203.00,124.00,34.00,4.00,1.00,163.00,18.00,63.00,Low,0,0
SASKIA A,9315927,271044177,Cargo,Container Vessel,222.00,28927.00,16.00,165.00,140.00,60.00,0.00,0.00,155.00,22.00,52.00,Low,0,0
ADILIA 1,9318761,255806330,Cargo,Container Vessel,140.00,9701.00,19.00,207.00,129.00,28.00,1.00,1.00,140.00,22.00,56.00,Low,0,0
YM INVENTIVE,9319105,636012798,Cargo,Container Vessel,173.00,16488.00,16.00,142.00,163.00,60.00,0.00,0.00,130.00,29.00,41.00,Low,0,0
MSC AMANDA F,9319600,255805966,Cargo,Container Vessel,139.00,9981.00,17.00,168.00,148.00,48.00,1.00,0.00,108.00,33.00,49.00,Low,0,0
STADT DRESDEN,9320049,255806065,Cargo,Container Vessel,222.00,27971.00,17.00,207.00,120.00,37.00,1.00,0.00,107.00,27.00,48.00,Low,0,0
CMA CGM ABIDJAN,9323481,256022000,Cargo,Container Vessel,175.00,18327.00,16.00,171.00,132.00,62.00,0.00,0.00,92.00,32.00,52.00,Low,0,0
ALOPO,9329564,636019446,Cargo,Container Vessel,130.00,7464.00,18.00,174.00,107.00,82.00,2.00,0.00,137.00,19.00,50.00,Low,0,0
SATIE,9330513,229978000,Cargo,Container Vessel,222.00,28616.00,17.00,172.00,136.00,57.00,0.00,0.00,145.00,22.00,61.00,Low,0,0
CONTSHIP DON,9347956,636019245,Cargo,Container Vessel,148.00,9948.00,17.00,218.00,93.00,54.00,0.00,0.00,129.00,17.00,62.00,Low,0,0
CONTSHIP JET,9348625,636019532,Cargo,Container Vessel,160.00,14016.00,16.00,125.00,115.00,94.00,31.00,0.00,101.00,27.00,42.00,Low,0,0
CONTSHIP JOY,9349174,636020064,Cargo,Container Vessel,141.00,10965.00,16.00,195.00,120.00,42.00,8.00,0.00,142.00,20.00,56.00,Low,0,0
TASMAN STRAIT,9351218,636092855,Cargo,Container Vessel,175.00,18123.00,15.00,167.00,97.00,101.00,0.00,0.00,80.00,29.00,50.00,Low,0,0
ANDANTE,9354387,255805845,Cargo,Container Vessel,134.00,9962.00,16.00,167.00,146.00,51.00,1.00,0.00,100.00,35.00,51.00,Low,0,0
SAFMARINE NAKURU,9356103,477552900,Cargo,Container Vessel,211.00,25904.00,15.00,182.00,112.00,71.00,0.00,0.00,140.00,19.00,49.00,Low,0,0
SAFMARINE NUBA,9356115,477552100,Cargo,Container Vessel,210.00,25904.00,15.00,215.00,96.00,54.00,0.00,0.00,96.00,24.00,59.00,Low,0,0
JONATHAN P,9357872,636020153,Cargo,Container Vessel,177.00,18480.00,17.00,188.00,93.00,82.00,2.00,0.00,83.00,27.00,59.00,Low,0,0
ZIM NEW ZEALAND,9366471,636021506,Cargo,Container Vessel,150.00,10308.00,16.00,206.00,120.00,38.00,1.00,0.00,123.00,23.00,71.00,Low,0,0
ELBSPIRIT,9372860,636091619,Cargo,Container Vessel,229.00,36087.00,15.00,191.00,120.00,54.00,0.00,0.00,111.00,26.00,56.00,Low,0,0
JETTE,9374117,255806253,Cargo,Container Vessel,148.00,9957.00,16.00,185.00,89.00,63.00,28.00,26.00,102.00,21.00,50.00,Low,0,0
NAVI BALTIC,9386718,255805884,Cargo,Container Vessel,168.00,17488.00,14.00,203.00,135.00,27.00,0.00,0.00,135.00,24.00,67.00,Low,0,0
OYSTER,9418884,372797000,Cargo,Container Vessel,136.00,7393.00,15.00,139.00,116.00,107.00,3.00,0.00,18.00,155.00,34.00,Low,0,0
CMA CGM AMBARLI,9436422,256019000,Cargo,Container Vessel,231.00,35991.00,15.00,173.00,121.00,55.00,16.00,16.00,115.00,25.00,51.00,Low,0,0
BACH,9436458,636018739,Cargo,Container Vessel,231.00,35991.00,14.00,227.00,95.00,39.00,4.00,0.00,94.00,24.00,83.00,Low,0,0
AS FATIMA,9437191,255806067,Cargo,Container Vessel,166.00,15334.00,15.00,186.00,125.00,48.00,6.00,0.00,86.00,35.00,53.00,Low,0,0
ADMIRAL MOON,9437220,636020582,Cargo,Container Vessel,139.00,9946.00,15.00,242.00,87.00,36.00,0.00,0.00,128.00,16.00,69.00,Low,0,0
ADMIRAL SUN,9437244,636020581,Cargo,Container Vessel,139.00,9946.00,15.00,207.00,91.00,65.00,2.00,0.00,116.00,19.00,66.00,Low,0,0
WARNOW MASTER,9449833,636093095,Cargo,Container Vessel,180.00,17068.00,14.00,172.00,153.00,37.00,3.00,0.00,120.00,30.00,55.00,Low,0,0
AS ANITA,9470961,636018745,Cargo,Container Vessel,189.00,21842.00,13.00,168.00,129.00,67.00,1.00,2.00,118.00,26.00,49.00,Low,0,0
JPO AQUILA,9477359,636022261,Cargo,Container Vessel,161.00,16137.00,13.00,185.00,112.00,37.00,31.00,22.00,90.00,30.00,52.00,Low,0,0
VIVIEN A,9491848,271040635,Cargo,Container Vessel,210.00,26195.00,13.00,197.00,136.00,32.00,0.00,0.00,157.00,21.00,61.00,Low,0,0
GULBENIZ A,9491850,271042493,Cargo,Container Vessel,210.00,26195.00,12.00,175.00,145.00,45.00,0.00,0.00,163.00,21.00,55.00,Low,0,0
MARIONA,7113624,677085700,Cargo,General Cargo,77.00,1977.00,52.00,161.00,62.00,94.00,48.00,33.00,40.00,37.00,34.00,Low,0,0
ARMONY,7615012,677041700,Cargo,General Cargo,71.00,1690.00,46.00,94.00,197.00,69.00,5.00,0.00,62.00,77.00,16.00,Low,0,0
DORO,7636987,750237000,Cargo,General Cargo,66.00,1114.00,46.00,133.00,158.00,57.00,17.00,7.00,44.00,86.00,22.00,Low,0,0
TAXIARCHIS M,7711907,240477700,Cargo,General Cargo,80.00,2041.00,44.00,95.00,172.00,18.00,80.00,0.00,72.00,57.00,18.00,High,1,0
JAGUAR,7726990,511942000,Cargo,General Cargo,80.00,1925.00,45.00,54.00,107.00,180.00,24.00,11.00,37.00,70.00,10.00,Moderate,1,0
NANDA C,7808097,620999041,Cargo,General Cargo,69.00,998.00,42.00,56.00,107.00,167.00,35.00,14.00,42.00,61.00,10.00,Moderate,1,0
ARCHON MICHAEL,7816135,667002006,Cargo,General Cargo,80.00,1713.00,44.00,115.00,83.00,96.00,71.00,1.00,55.00,36.00,15.00,Low,0,0
KARADENIZ-5,7816513,511100608,Cargo,General Cargo,74.00,996.00,42.00,84.00,165.00,101.00,15.00,0.00,65.00,61.00,13.00,Low,0,0
SEA MERCY,7911595,511100849,Cargo,General Cargo,81.00,2343.00,42.00,94.00,129.00,107.00,35.00,28.00,29.00,107.00,17.00,Moderate,1,0
SEA STAR,7929619,511100426,Cargo,General Cargo,80.00,3433.00,43.00,89.00,86.00,168.00,22.00,4.00,28.00,74.00,10.00,Moderate,1,0
RAYAN,8003931,671208000,Cargo,General Cargo,81.00,2225.00,43.00,51.00,198.00,107.00,9.00,0.00,31.00,151.00,9.00,Low,0,0
LOYGA,8004791,630001006,Cargo,General Cargo,80.00,3433.00,42.00,66.00,99.00,189.00,11.00,2.00,44.00,54.00,10.00,Moderate,1,0
OLMA,8004806,334029000,Cargo,General Cargo,80.00,3433.00,42.00,83.00,116.00,137.00,29.00,26.00,29.00,96.00,15.00,Low,0,0
CPT.ERSOY SAKAR,8101599,577610000,Cargo,General Cargo,78.00,996.00,40.00,130.00,43.00,146.00,46.00,0.00,19.00,55.00,21.00,High,1,0
AL RAHMANI,8104606,671306100,Cargo,General Cargo,81.00,2363.00,42.00,68.00,156.00,73.00,68.00,52.00,32.00,117.00,10.00,Moderate,1,0
YILMAZ KAPTAN,8132598,577592000,Cargo,General Cargo,73.00,942.00,44.00,114.00,107.00,142.00,2.00,0.00,56.00,46.00,18.00,Low,0,0
KAAN S,8139302,667002104,Cargo,General Cargo,72.00,856.00,44.00,130.00,103.00,125.00,7.00,4.00,116.00,21.00,17.00,Low,0,0
RED LINE,8200802,577568000,Cargo,General Cargo,78.00,1525.00,40.00,71.00,183.00,80.00,31.00,13.00,40.00,103.00,13.00,High,1,0
HAPPY WOLF,8207410,577577000,Cargo,General Cargo,68.00,1560.00,40.00,136.00,112.00,100.00,17.00,2.00,34.00,79.00,18.00,Low,0,0
EYMEN E,8218378,577576000,Cargo,General Cargo,79.00,1249.00,40.00,70.00,181.00,110.00,4.00,2.00,75.00,58.00,13.00,Low,0,0
SEALOCK,8218380,677041000,Cargo,General Cargo,80.00,1343.00,38.00,123.00,115.00,116.00,11.00,2.00,26.00,105.00,15.00,High,1,0
GELIBOLU 2,8319976,613199630,Cargo,General Cargo,79.00,997.00,39.00,145.00,93.00,89.00,38.00,8.00,44.00,51.00,15.00,High,1,0
STARLET,8401559,375166000,Cargo,General Cargo,75.00,1289.00,39.00,115.00,125.00,118.00,7.00,0.00,48.00,62.00,21.00,Low,0,0
HELT,8402589,354831000,Cargo,General Cargo,79.00,1473.00,38.00,20.00,31.00,39.00,275.00,0.00,15.00,49.00,3.00,Low,0,0
GERDA S,8402656,577573000,Cargo,General Cargo,79.00,998.00,39.00,111.00,127.00,66.00,61.00,3.00,34.00,88.00,18.00,High,1,0
NESA,8409654,577489000,Cargo,General Cargo,82.00,1559.00,39.00,163.00,105.00,75.00,22.00,2.00,35.00,69.00,22.00,Low,0,0
EVEREST,8411633,630001021,Cargo,General Cargo,79.00,1132.00,38.00,146.00,81.00,99.00,39.00,1.00,51.00,38.00,23.00,Low,0,0
LHOTSE C,8411669,620651000,Cargo,General Cargo,79.00,998.00,38.00,114.00,76.00,126.00,49.00,11.00,32.00,57.00,18.00,High,1,0
SEA TURTLE,8411671,620999038,Cargo,General Cargo,79.00,998.00,38.00,107.00,70.00,128.00,60.00,2.00,44.00,35.00,17.00,High,1,0
SNOWLARK,8412417,577562000,Cargo,General Cargo,75.00,1289.00,39.00,129.00,105.00,126.00,5.00,0.00,31.00,81.00,17.00,Low,0,0
FORTIUS,8420701,577288000,Cargo,General Cargo,75.00,1291.00,38.00,84.00,139.00,129.00,13.00,1.00,42.00,80.00,14.00,Low,0,0
NS THUNDER,8422010,629009077,Cargo,General Cargo,82.00,1559.00,39.00,184.00,82.00,94.00,5.00,4.00,42.00,47.00,29.00,Low,0,0
SEBA,8505939,620282000,Cargo,General Cargo,75.00,1300.00,38.00,173.00,102.00,51.00,39.00,10.00,52.00,37.00,27.00,Low,0,0
NAJVA 3,8506024,422566800,Cargo,General Cargo,79.00,1139.00,37.00,147.00,58.00,115.00,45.00,2.00,30.00,47.00,26.00,High,1,0
MY EFEKAN 2,8509002,577408000,Cargo,General Cargo,81.00,1567.00,37.00,171.00,92.00,99.00,3.00,0.00,44.00,50.00,27.00,Low,0,0
SULINA,8509363,677064900,Cargo,General Cargo,78.00,2007.00,38.00,75.00,61.00,201.00,28.00,18.00,31.00,47.00,14.00,High,1,0
BMO RIVER,8511914,511100682,Cargo,General Cargo,79.00,1318.00,37.00,35.00,46.00,70.00,214.00,91.00,34.00,32.00,7.00,Low,0,0
ALTIUS,8511938,577249000,Cargo,General Cargo,74.00,1163.00,38.00,162.00,75.00,105.00,23.00,9.00,47.00,38.00,32.00,High,1,0
ERHAN ARAZ,8512059,271000388,Cargo,General Cargo,80.00,2435.00,36.00,59.00,189.00,113.00,4.00,0.00,53.00,86.00,13.00,Low,0,0
BERK,8519942,613942700,Cargo,General Cargo,58.00,794.00,37.00,73.00,104.00,98.00,90.00,29.00,38.00,66.00,11.00,High,1,0
BANU,8519954,667001368,Cargo,General Cargo,58.00,794.00,37.00,60.00,97.00,53.00,155.00,107.00,33.00,70.00,10.00,High,1,0
MY DURU,8602000,577302000,Cargo,General Cargo,74.00,1525.00,37.00,157.00,138.00,64.00,6.00,0.00,72.00,46.00,26.00,Low,0,0
GELIBOLU,8611996,613919601,Cargo,General Cargo,81.00,1272.00,37.00,109.00,108.00,125.00,23.00,6.00,48.00,53.00,17.00,Moderate,1,0
SVITOCH,8806084,620879000,Cargo,General Cargo,69.00,910.00,35.00,57.00,185.00,89.00,34.00,4.00,14.00,318.00,7.00,High,1,0
SAHIN 2,8817198,577543000,Cargo,General Cargo,75.00,1882.00,35.00,111.00,173.00,79.00,2.00,0.00,62.00,67.00,17.00,Low,0,0
BARLAS,8827430,374343000,Cargo,General Cargo,54.00,875.00,35.00,92.00,104.00,166.00,3.00,2.00,45.00,56.00,15.00,Moderate,1,0
FIRTINA S,8834940,577454000,Cargo,General Cargo,76.00,1248.00,35.00,113.00,104.00,148.00,0.00,0.00,60.00,42.00,20.00,Low,0,0
ERDOGAN SENKAYA,8857655,271002242,Cargo,General Cargo,76.00,1239.00,32.00,94.00,125.00,120.00,26.00,9.00,33.00,91.00,15.00,Low,0,0
LIME,8857954,272176700,Cargo,General Cargo,78.00,2457.00,52.00,107.00,79.00,164.00,15.00,0.00,28.00,68.00,8.00,Moderate,1,0
DOGANAY,8876584,518857000,Cargo,General Cargo,81.00,1592.00,30.00,133.00,148.00,80.00,4.00,1.00,46.00,77.00,23.00,Low,0,0
INCI,8936425,613003921,Cargo,General Cargo,58.00,199.00,26.00,172.00,44.00,147.00,2.00,0.00,36.00,28.00,27.00,High,1,0
MAMAIA 2,8942228,264162049,Cargo,General Cargo,37.00,120.00,40.00,13.00,239.00,14.00,99.00,0.00,42.00,136.00,1.00,Low,0,0
MECIT KAPTAN,8943351,314578000,Cargo,General Cargo,77.00,1243.00,25.00,188.00,98.00,69.00,10.00,0.00,55.00,43.00,37.00,Low,0,0
ADA ZEYNEP,8947876,577455000,Cargo,General Cargo,73.00,906.00,28.00,136.00,87.00,129.00,13.00,0.00,55.00,38.00,22.00,Low,0,0
NORDBERG,8952467,511100562,Cargo,General Cargo,76.00,1490.00,24.00,159.00,81.00,103.00,22.00,1.00,42.00,43.00,37.00,Low,0,0
EAST BLACKSEA,9002453,542457110,Cargo,General Cargo,69.00,999.00,32.00,187.00,51.00,126.00,1.00,0.00,40.00,31.00,30.00,Low,0,0
BLUE SHARK,9003770,671377100,Cargo,General Cargo,63.00,1907.00,33.00,101.00,66.00,181.00,17.00,2.00,21.00,76.00,20.00,Moderate,1,0
KAPTAN CEVDET,9005895,271002103,Cargo,General Cargo,81.00,1572.00,30.00,42.00,258.00,56.00,9.00,2.00,30.00,207.00,8.00,Moderate,1,0
ALCON,9006423,457347000,Cargo,General Cargo,78.00,1382.00,32.00,88.00,97.00,160.00,20.00,0.00,38.00,61.00,12.00,Moderate,1,0
HAPPY GOKAY,9006435,577499000,Cargo,General Cargo,78.00,1382.00,32.00,150.00,108.00,102.00,5.00,0.00,56.00,46.00,19.00,Low,0,0
MY DEFNE,9006447,577505000,Cargo,General Cargo,78.00,1382.00,31.00,150.00,101.00,77.00,37.00,4.00,47.00,499.00,23.00,Low,0,0
MY REYHAN,9006459,577506000,Cargo,General Cargo,78.00,1382.00,30.00,87.00,138.00,132.00,8.00,0.00,65.00,51.00,15.00,Low,0,0
FRIENDSHIP S,9011973,375494000,Cargo,General Cargo,80.00,1574.00,32.00,204.00,80.00,66.00,15.00,0.00,41.00,47.00,37.00,Low,0,0
DOLPHIN E,9013012,511100815,Cargo,General Cargo,79.00,1276.00,32.00,103.00,76.00,108.00,78.00,6.00,37.00,50.00,17.00,Moderate,1,0
PGE LILY,9013024,511100615,Cargo,General Cargo,75.00,1247.00,32.00,102.00,82.00,163.00,18.00,1.00,44.00,45.00,18.00,Low,0,0
LAROZ,9017202,577536000,Cargo,General Cargo,74.00,1425.00,32.00,132.00,152.00,75.00,6.00,1.00,33.00,110.00,26.00,Low,0,0
BOZAT,9030462,352001177,Cargo,General Cargo,75.00,1512.00,31.00,149.00,142.00,70.00,4.00,0.00,60.00,57.00,23.00,Low,0,0
VICTRESS,9030498,357544000,Cargo,General Cargo,75.00,1512.00,31.00,147.00,81.00,108.00,29.00,9.00,41.00,47.00,23.00,Low,0,0
VENTURE,9030503,305477000,Cargo,General Cargo,75.00,1513.00,31.00,146.00,84.00,125.00,10.00,1.00,43.00,47.00,22.00,Low,0,0
ANNAPURNA,9033878,511100694,Cargo,General Cargo,65.00,1189.00,32.00,133.00,141.00,83.00,8.00,2.00,75.00,45.00,24.00,Low,0,0
ZEYBE,9040663,511100782,Cargo,General Cargo,72.00,1511.00,29.00,165.00,77.00,114.00,9.00,4.00,56.00,33.00,30.00,High,1,0
ANNA,9040962,271002144,Cargo,General Cargo,75.00,1488.00,29.00,101.00,155.00,108.00,1.00,1.00,72.00,52.00,17.00,Low,0,0
PGE TORNADO,9055187,370601000,Cargo,General Cargo,81.00,1598.00,31.00,124.00,89.00,131.00,21.00,11.00,41.00,52.00,22.00,Low,0,0
WINSEN,9066057,371281000,Cargo,General Cargo,81.00,1596.00,30.00,211.00,82.00,69.00,3.00,0.00,54.00,36.00,39.00,Low,0,0
WILBERG,9078531,511100588,Cargo,General Cargo,76.00,1518.00,30.00,158.00,66.00,78.00,63.00,0.00,28.00,55.00,35.00,Low,0,0
WALKER,9103972,577513000,Cargo,General Cargo,81.00,1596.00,29.00,130.00,138.00,87.00,10.00,4.00,86.00,38.00,24.00,Low,0,0
BIEN,9109653,613003549,Cargo,General Cargo,56.00,398.00,29.00,168.00,85.00,99.00,13.00,2.00,48.00,42.00,36.00,Low,0,0
KLAUSEN,9111553,351222000,Cargo,General Cargo,82.00,1554.00,28.00,172.00,79.00,106.00,8.00,4.00,41.00,43.00,31.00,Low,0,0
MAY B,9138757,352563000,Cargo,General Cargo,78.00,1598.00,27.00,188.00,91.00,73.00,13.00,1.00,45.00,49.00,37.00,Low,0,0
EMINE ANNE,9145360,577397000,Cargo,General Cargo,69.00,884.00,27.00,112.00,119.00,119.00,15.00,4.00,59.00,48.00,23.00,High,1,0
COUSINS,9161156,511100807,Cargo,General Cargo,72.00,1246.00,26.00,115.00,109.00,87.00,54.00,4.00,42.00,62.00,21.00,Moderate,1,0
YAREN S,9187966,271002352,Cargo,General Cargo,78.00,1225.00,25.00,123.00,118.00,112.00,12.00,5.00,49.00,58.00,23.00,Low,0,0
